Age,DailyRate,DistanceFromHome,Education,JobLevel,JobSatisfaction,MonthlyIncome,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,Attrition
36,530,3,1,3,4,10325,3,16,7,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,Yes
33,1069,1,3,2,4,6949,3,5,0,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,No,No
37,625,1,4,3,3,10609,1,14,1,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,Yes
45,805,4,2,2,2,4447,2,9,7,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
29,1404,20,3,1,4,2157,3,3,1,Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Married,No,No
35,1219,18,3,2,3,4601,3,5,2,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,No,No
52,1053,1,2,4,4,17099,2,9,8,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,No,No
58,289,2,3,1,3,2479,3,1,0,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,No,Yes
53,1376,2,2,4,3,14852,4,17,13,Travel_Rarely,Sales,Medical,Male,Manager,Divorced,No,No
30,231,8,2,3,3,7264,4,8,4,Travel_Rarely,Sales,Other,Male,Sales Executive,Divorced,No,No
38,152,10,3,2,4,5666,3,5,3,Non-Travel,Sales,Technical Degree,Female,Sales Executive,Single,Yes,No
35,882,3,4,3,4,7823,3,10,9,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,No
39,903,2,5,3,3,7880,3,8,7,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,No
40,1479,24,3,4,2,13194,2,1,0,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Single,Yes,Yes
47,1379,16,4,2,3,5067,4,19,10,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Divorced,Yes,No
36,1229,8,4,2,4,5079,3,7,7,Non-Travel,Sales,Technical Degree,Male,Sales Executive,Divorced,No,No
31,335,9,2,1,1,2321,3,3,2,Non-Travel,Research & Development,Medical,Male,Research Scientist,Single,Yes,Yes
33,722,17,3,4,3,17444,3,10,8,Non-Travel,Sales,Life Sciences,Male,Manager,Single,No,No
29,906,10,3,1,1,2404,3,0,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,Yes
33,461,13,1,1,4,3452,3,3,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,No
45,974,1,4,1,4,2270,3,5,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,No,No
50,1126,1,2,4,4,17399,2,5,4,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,No,No
33,827,1,4,2,2,5488,3,6,5,Travel_Frequently,Research & Development,Other,Female,Healthcare Representative,Married,Yes,No
41,840,9,3,5,3,19419,4,18,16,Travel_Frequently,Research & Development,Medical,Male,Research Director,Divorced,No,No
27,1134,16,4,1,2,2811,3,2,2,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Married,No,No
45,248,23,2,2,1,3633,3,9,8,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
47,955,4,2,2,4,4163,3,9,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Yes,No
30,138,22,3,1,3,2132,3,5,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,Yes
50,939,24,3,4,3,13973,3,12,11,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Yes,No
38,1391,10,1,1,3,2684,2,2,1,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married,No,No
46,566,7,2,3,3,10845,3,8,7,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,No,No
24,1206,17,1,2,3,4377,3,4,2,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,No,No
35,622,14,4,1,2,3743,1,4,2,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,Yes,Yes
31,853,1,1,2,1,4148,3,4,3,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,No
18,287,5,2,1,4,1051,3,0,0,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,No,No
54,1441,17,3,3,3,10739,3,10,7,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Married,No,No
35,583,25,4,3,3,10388,2,16,10,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,Yes,No
30,153,8,2,3,1,11416,2,8,7,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,Yes,No
20,1097,11,3,1,1,2600,3,1,0,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Yes,Yes
30,109,5,3,1,2,2422,3,3,2,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,No,Yes
26,1066,2,2,2,4,5472,3,8,7,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,No,No
22,217,8,1,1,1,2451,2,4,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
48,277,6,3,2,3,4240,3,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,No
48,1355,4,4,3,3,10999,3,15,11,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,No
41,549,7,2,2,3,5003,3,2,2,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,No,No
39,466,1,1,4,4,12742,3,21,6,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,No
27,1055,2,4,2,4,4227,3,3,2,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,No
35,802,10,3,1,4,3917,2,3,2,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,No,No
42,265,5,2,5,3,18303,4,1,0,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,No
50,804,9,3,1,4,2380,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
59,715,2,3,4,4,13726,3,5,3,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,No
37,1141,11,2,2,2,4777,1,1,0,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,No,Yes
55,135,18,4,2,2,6385,3,8,7,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,No
41,247,7,1,5,3,19973,3,21,16,Non-Travel,Research & Development,Life Sciences,Female,Research Director,Divorced,No,No
38,1035,3,4,2,4,6861,3,1,0,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,No
26,265,29,2,2,1,4969,3,2,2,Non-Travel,Sales,Medical,Male,Sales Executive,Single,No,Yes
52,266,2,1,5,4,19845,3,32,14,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,Yes
44,1448,28,3,4,4,13320,3,12,11,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,No
50,145,1,3,2,3,6347,3,18,7,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,No
36,885,16,4,1,1,2743,3,17,13,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,Yes
39,945,22,3,3,1,10880,3,21,6,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,No
33,1038,8,1,1,4,2342,2,2,2,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Single,No,No
45,1234,11,2,4,4,17650,4,9,3,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,No,No
32,1109,29,4,1,3,4025,3,8,7,Non-Travel,Research & Development,Medical,Female,Laboratory Technician,Single,No,No
34,216,1,4,2,4,9725,2,15,1,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,No
59,1089,1,2,3,4,11904,1,6,4,Travel_Rarely,Sales,Technical Degree,Male,Manager,Married,Yes,No
45,788,24,4,1,2,2177,3,6,3,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Single,No,No
53,124,2,3,3,2,7525,3,15,7,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,No
36,660,15,3,2,3,4834,2,1,0,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,No,Yes
26,342,2,3,1,1,2042,3,3,2,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,Yes
34,1333,10,4,1,3,2220,3,1,1,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,Yes,No
28,1144,10,1,1,2,1052,3,1,0,Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,No,No
38,1186,3,4,1,3,2821,3,2,2,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Married,No,No
50,1464,2,4,5,3,19237,2,8,1,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,Yes,No
37,124,3,3,2,2,4107,2,4,3,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Single,No,No
40,300,26,3,2,1,8396,2,7,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,No
26,921,1,1,1,3,2007,3,5,3,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,No,No
46,430,1,4,5,4,19627,3,2,2,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,No,No
54,1082,2,4,3,3,10686,3,9,4,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,No
56,1240,9,3,1,3,2942,3,5,4,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,No,No
36,796,12,5,3,4,8858,2,14,8,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,No,No
55,444,2,1,4,1,16756,4,9,7,Non-Travel,Research & Development,Medical,Male,Manager,Single,No,No
43,415,25,3,3,4,10798,3,1,0,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,No
20,769,9,3,1,4,2323,3,2,2,Travel_Frequently,Sales,Marketing,Female,Sales Representative,Single,Yes,Yes
21,1334,10,3,1,1,1416,2,1,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,Yes
46,1003,8,4,2,1,4615,3,16,13,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,No
51,1323,4,4,1,3,2461,4,10,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,Yes
28,1366,24,2,3,1,8722,2,10,7,Non-Travel,Research & Development,Technical Degree,Male,Healthcare Representative,Single,No,Yes
26,192,1,2,1,1,3955,3,5,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
30,1176,20,3,2,1,9957,2,6,2,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Married,No,No
41,509,7,2,1,3,3376,3,10,6,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,No,No
38,330,17,1,3,3,8823,2,19,9,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,No
40,1492,20,4,3,4,10322,3,11,10,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Married,No,No
27,1277,8,5,1,3,4621,3,3,2,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
55,1091,2,1,3,2,10976,3,3,2,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,No
28,857,10,3,2,3,3660,4,8,7,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Single,No,No
44,1376,1,2,3,1,10482,3,20,6,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,No,Yes
33,654,5,3,3,4,7119,3,3,2,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,No
35,1204,4,3,3,1,9582,3,8,7,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Single,Yes,Yes
33,827,29,4,2,3,4508,3,13,7,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Single,No,Yes
28,895,15,2,1,3,2207,2,4,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,No
34,618,3,1,2,4,7756,2,6,2,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,No
37,309,10,4,2,4,6694,3,1,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,No
25,1219,4,1,1,4,3691,4,7,7,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,Yes,Yes
26,1330,21,3,1,3,2377,2,1,1,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,Yes
33,1017,25,3,1,2,2313,3,2,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Yes,Yes
42,469,2,2,4,1,17665,3,22,6,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,No,No
28,1009,1,3,1,2,2596,3,1,0,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,Yes
50,959,1,4,2,3,4728,3,0,0,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,Yes,Yes
33,970,7,3,2,2,4302,3,3,2,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,No,No
34,697,3,4,1,4,2979,3,0,0,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
48,1262,1,4,4,4,16885,2,5,4,Non-Travel,Research & Development,Medical,Male,Manager,Single,No,No
45,1050,9,4,2,3,5593,3,15,10,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,No
52,994,7,4,3,2,10445,3,8,6,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,No
38,770,10,4,3,3,8740,3,8,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,No
29,1107,28,4,1,4,2514,3,7,5,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,No
28,950,3,3,3,2,7655,2,9,7,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,No,No
46,406,3,1,4,3,17465,3,12,9,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,No
38,130,2,2,3,2,7351,3,1,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,No
43,1082,27,3,3,1,10820,3,8,7,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,No
39,203,2,3,4,4,12169,3,18,7,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,Yes
40,1308,14,3,5,3,19626,4,20,7,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,No,No
21,984,1,1,1,2,2070,4,2,2,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Single,Yes,No
39,439,9,3,2,2,6782,2,5,4,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,No
36,217,18,4,2,4,7779,3,11,9,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,No
31,793,20,3,1,4,2791,3,2,2,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Married,No,No
28,1451,2,1,1,2,3201,1,5,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
35,1182,11,2,2,4,4968,3,5,2,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Divorced,No,No
49,174,8,4,4,2,13120,3,9,8,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,No
34,1003,2,2,2,3,4033,2,3,2,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,No
29,490,10,3,1,2,3291,2,7,5,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,No
42,188,29,3,2,4,4272,3,1,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,No,No
29,718,8,1,2,4,5056,2,10,7,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Yes,No
38,433,1,3,1,3,2844,4,7,6,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,No
28,773,6,3,1,3,2703,3,3,1,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,No
18,247,8,1,1,3,1904,3,0,0,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,No,Yes
33,603,9,4,2,1,8224,3,5,2,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,Yes
41,167,12,4,1,4,4766,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
31,874,15,3,1,3,2610,2,2,2,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,No,Yes
37,367,25,2,2,4,5731,3,6,2,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,No,No
27,199,6,3,1,3,2539,3,4,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
34,1400,9,1,2,3,5714,2,6,5,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,No
35,528,8,4,1,3,4323,1,5,4,Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Single,No,No
29,408,23,1,3,1,7336,1,11,8,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,Yes
40,593,9,4,3,3,13499,2,18,7,Travel_Frequently,Research & Development,Medical,Female,Research Director,Single,No,No
42,481,12,3,4,1,13758,2,21,9,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,Yes,Yes
42,647,4,4,2,1,5155,4,6,4,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,No
35,982,1,4,1,3,2258,3,8,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
24,477,24,3,1,2,3597,3,4,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,No,No
28,1485,12,1,1,4,2515,2,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Yes,Yes
26,1384,3,4,1,4,4420,3,8,7,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
30,852,10,3,2,3,6578,3,10,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,No
40,902,26,2,2,4,4422,1,1,1,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,Yes,No
35,819,2,3,3,2,10274,4,7,7,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,No
34,669,1,3,2,1,5343,3,13,9,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Single,No,No
35,636,4,4,1,4,2376,4,2,2,Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Married,No,No
43,1372,9,3,2,3,5346,2,4,3,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,Yes
32,862,2,1,1,1,2827,3,1,0,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Divorced,No,No
56,718,4,4,5,1,19943,3,5,2,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,Divorced,No,No
29,1401,6,1,1,4,3131,3,10,8,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,No
19,645,9,2,1,1,2552,3,1,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,No
45,1457,7,3,1,3,4477,2,3,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Yes,No
37,977,1,3,2,4,6474,2,14,8,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,No
20,805,3,3,1,3,3033,2,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,No
44,1097,10,4,1,3,2936,3,6,4,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,Yes
53,1223,7,2,5,3,18606,3,7,7,Travel_Rarely,Research & Development,Medical,Female,Manager,Divorced,No,No
29,942,15,1,1,4,2168,2,5,4,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,No
22,1256,3,4,1,4,2853,3,0,0,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,Yes
46,1402,2,3,4,1,17048,3,26,15,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,No
44,111,17,3,1,3,2290,3,0,0,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,No,No
33,147,2,3,1,3,3600,3,5,4,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,No
41,906,5,2,1,1,2107,1,1,0,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,Yes
30,1329,29,4,2,1,4115,3,4,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,No
40,1184,2,4,2,2,4327,3,0,0,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,No,No
50,1421,2,3,4,1,17856,3,2,2,Travel_Frequently,Research & Development,Medical,Female,Manager,Married,No,No
28,1179,19,4,1,1,3196,3,6,5,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
46,1450,15,2,5,2,19081,3,4,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,No
35,1361,17,4,2,1,8966,3,7,7,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,No
24,984,17,2,1,2,2210,1,1,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,Yes
33,1146,25,3,2,3,4539,2,10,7,Travel_Frequently,Sales,Medical,Female,Sales Executive,Married,No,No
36,917,6,4,1,3,2741,3,7,7,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,No
30,853,7,4,2,3,3491,2,10,7,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,No
44,200,29,4,2,4,4541,3,20,11,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,No,No
20,654,21,3,1,4,2678,3,2,1,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,No,No
46,150,2,4,2,4,7379,2,6,3,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Divorced,No,No
42,179,2,5,2,1,6272,4,4,3,Non-Travel,Human Resources,Medical,Male,Human Resources,Married,No,No
60,696,7,4,2,4,5220,3,11,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,No
32,116,13,3,1,2,2743,3,2,2,Travel_Frequently,Research & Development,Other,Female,Laboratory Technician,Married,No,No
32,1316,2,2,2,3,4998,3,8,7,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,No
36,363,1,3,3,1,10252,3,7,7,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Divorced,Yes,No
33,117,9,3,1,4,2781,3,14,10,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,No
40,107,10,3,2,2,6852,4,5,1,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Divorced,No,No
25,1356,10,4,2,4,4950,3,4,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,No
30,1465,1,3,1,2,3579,3,11,9,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,No
42,458,26,5,3,1,13191,3,1,0,Travel_Frequently,Research & Development,Medical,Female,Research Director,Married,Yes,No
35,1212,8,2,3,4,10377,2,13,2,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,Yes,No
27,1103,14,3,1,1,2235,2,9,7,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,No
54,966,1,4,3,3,10502,1,5,4,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,No,No
44,1117,2,1,1,4,2011,3,10,5,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,No
19,504,10,3,1,2,1859,4,1,1,Non-Travel,Research & Development,Medical,Female,Research Scientist,Single,Yes,Yes
29,1010,1,3,1,4,3760,3,3,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,No
54,685,3,3,4,4,17779,3,10,9,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,No
31,1332,11,2,2,1,6833,2,6,5,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,No
31,1062,24,3,2,1,6812,3,10,9,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,No,No
59,326,3,3,2,4,5171,3,6,1,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,No
43,920,3,3,5,4,19740,3,8,7,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,No
49,1098,4,2,5,3,18711,4,1,0,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,No,No
36,469,3,3,1,2,3692,2,11,10,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Married,No,No
48,969,2,2,1,2,2559,2,1,0,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,No,No
27,1167,4,2,1,3,2517,3,5,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,No
29,1329,7,3,2,4,6623,3,6,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Yes,No
48,715,1,3,5,4,18265,4,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,No,No
29,694,1,3,4,4,16124,2,7,7,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Divorced,No,No
34,1320,20,3,1,3,2585,2,1,0,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,No,No
44,1099,5,3,5,2,18213,3,22,9,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,No
33,536,10,5,3,3,8380,3,9,8,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,No
19,265,25,3,1,4,2994,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,No
23,373,1,2,1,3,1223,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
25,599,24,1,1,4,1118,3,1,0,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Single,Yes,Yes
26,583,4,2,1,4,2875,2,8,5,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,No
45,1449,2,3,5,2,18824,3,24,10,Travel_Rarely,Sales,Marketing,Female,Manager,Single,Yes,Yes
55,177,8,1,4,2,13577,3,33,9,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Divorced,Yes,No
21,251,10,2,1,3,2625,1,2,2,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,Yes
46,168,4,2,5,2,18789,3,11,4,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,No
34,131,2,3,2,1,4538,3,3,2,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,No
51,237,9,3,5,2,19847,2,29,10,Travel_Frequently,Sales,Life Sciences,Male,Manager,Divorced,Yes,No
59,1429,18,4,3,4,10512,2,9,7,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,No,No
34,135,19,3,2,2,4444,4,11,8,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Divorced,No,No
28,791,1,4,1,3,2154,2,4,2,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,No
44,1199,4,2,5,1,19190,2,25,9,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Divorced,No,No
34,648,11,3,2,2,4490,4,10,9,Travel_Frequently,Human Resources,Life Sciences,Male,Human Resources,Married,No,No
